epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.18406674462911118,0.47048056152061368,1.0,0.066380238253062399,0.47526803414026897
1,0.18609180665820763,0.39256110327674987,1.0,0.066538078192737285,0.45442824934919673
2,0.1864555181695918,0.3808640294992332,1.0,0.066536312030230721,0.4485568441761037
3,0.18656846613600517,0.37434600152286657,1.0,0.066636931620344814,0.4395749299476544
4,0.18654943837720972,0.3712944276234571,1.0,0.066344502271355549,0.43693625877300896
5,0.18661732957061339,0.36631409892587796,1.0,0.066642804496044997,0.43834282985577983
6,0.18664572307668728,0.36545042109721942,1.0,0.066621722130018199,0.43364696456119417
7,0.18665563902599458,0.36251981705030861,1.0,0.06668519877839571,0.43173214122653009
8,0.18665425067074434,0.36108588388665241,1.0,0.066644165786230281,0.43550233008960881
9,0.18669028566217041,0.35974102053817703,1.0,0.066685929077948458,0.44060487433647116
10,0.1866751124947936,0.35829443352772516,1.0,0.066694236097199183,0.4297127633355558
11,0.18669809306191459,0.35768445863566817,1.0,0.066700791085456027,0.43093159099419914
12,0.18667462020573325,0.35743070837995367,1.0,0.066695231522855156,0.42250247749810416
13,0.18669655208375857,0.35519629977775591,1.0,0.066655636990822137,0.4376737400268515
14,0.18671122287553527,0.35543031817804099,1.0,0.066651058583621151,0.43456764761358502
15,0.18669681385985482,0.35584751940299325,1.0,0.066700017725437044,0.42299669232840337
16,0.18673403690230131,0.35444749685017563,1.0,0.066692189571305488,0.42298756955812372
17,0.1866972654374425,0.35358890866305914,1.0,0.066700851257580018,0.42133281342685225
18,0.18671238486024563,0.3540676954955338,1.0,0.066698137808089086,0.42294555470968287
19,0.18672219246862995,0.35356613870789394,1.0,0.066698987929119838,0.4253956171994408
20,0.1867263489283274,0.35314857784051001,1.0,0.066704662296873121,0.42027494441717861
21,0.18673055662150945,0.35167468216349468,1.0,0.066703776636510767,0.41796043744931616
22,0.18670260730076482,0.3519779820464129,1.0,0.066699313142309313,0.42408800215149917
23,0.18674131008409253,0.35222762180756489,1.0,0.066693349992389503,0.41977532599121331
24,0.18673342950149596,0.351897935472191,1.0,0.066704821644824122,0.41861586005737383
25,0.18673685596200193,0.35149877600979507,1.0,0.066702314973690585,0.41803141068667171
26,0.18673214242726285,0.35097196239132616,1.0,0.066704221620451185,0.41719762335220972
27,0.18674282098352848,0.35087767644316381,1.0,0.066700618692698305,0.42401121053844693
28,0.18672563660002939,0.35089379129601073,1.0,0.06670468264510418,0.41700227006028096
29,0.18675063517109447,0.35051717925552567,1.0,0.066703812923151418,0.41747765724236768
30,0.18673496848474469,0.35016100828416963,1.0,0.066703682072723799,0.41664797837535539
31,0.18674419285692218,0.35014943612891364,1.0,0.066700354907235734,0.42359106581037242
32,0.18673305538040208,0.35009737230559929,1.0,0.0667041222935571,0.41842793533578515
33,0.18675049811483069,0.34965761003896911,1.0,0.066705081592643489,0.41723027161012094
34,0.1867455402049979,0.35086914630778504,1.0,0.066703987106924004,0.42250894863779348
