epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.17761610005029668,0.56125771359983068,1.0,0.065451358040839597,0.50505266077816491
1,0.18550308030072746,0.42253416348645029,1.0,0.065539341724017194,0.50482902365426219
