epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.18075440740804033,0.52943540422628954,1.0,0.066524764978021261,0.50846032400925956
1,0.18641536932496588,0.39951337155298139,1.0,0.066162276879488974,0.46292496025562285
2,0.18654869546651701,0.38908170723746011,1.0,0.066286427030475659,0.44530305862426756
3,0.18661519799980911,0.38454651446841287,1.0,0.066299417889482959,0.44388038118680317
4,0.18666095344932798,0.37184009986354949,1.0,0.066467878190936372,0.4366601417462031
5,0.18666337451086229,0.36863992764806069,1.0,0.066616119978183022,0.43395631909370425
6,0.18669282239141544,0.36776538621237936,1.0,0.066607111613605718,0.43419247666994731
7,0.18667012607399189,0.3647526688081153,1.0,0.066349789189795658,0.43771746456623079
8,0.18666911052293556,0.36302566021046739,1.0,0.066344626786303706,0.44444133241971334
9,0.18667640132079413,0.36238389752858075,1.0,0.066609284039319996,0.43312342365582784
10,0.18666281167627452,0.36161550044590701,1.0,0.066649296214260786,0.42975033720334371
11,0.18666105392095614,0.3608495512752668,1.0,0.066593563125934452,0.43132044076919557
12,0.18665120015491427,0.35808559084403602,1.0,0.066337451774234071,0.44218713641166685
13,0.1866805561952504,0.35850168077658257,1.0,0.066650892878290804,0.42549757063388827
14,0.18667346162630488,0.35757505476263396,1.0,0.066659069414890831,0.4273888478676478
15,0.18666815876045764,0.35773751816005572,1.0,0.06664833984881019,0.42419078151384987
16,0.18668548945319705,0.35584858059883118,1.0,0.06663758623096025,0.43763591448465983
17,0.18665825534619332,0.35664964430298368,1.0,0.066661942092226437,0.42390443881352741
18,0.18668678692245469,0.35591190266059647,1.0,0.066647479913081037,0.426696573694547
19,0.18668239264529449,0.3546610615671949,1.0,0.066612709881155752,0.42767822941144307
20,0.18667412184238999,0.35476633795398349,1.0,0.066649109731830927,0.42846370736757916
21,0.18670887465755864,0.35587745075318833,1.0,0.066688667650305428,0.4237129827340444
22,0.18667768606390525,0.35507225699669925,1.0,0.066664489487084214,0.42393560608228048
23,0.18671394691104559,0.3529362366237539,1.0,0.066669971313846568,0.42377918561299643
24,0.18671163214755601,0.35396575135119418,1.0,0.066669922124492589,0.42739366789658867
25,0.18670145963300236,0.35382511921174137,1.0,0.066679017657952505,0.42245443463325499
26,0.18671650365489548,0.35287082892783145,1.0,0.066685474384576088,0.42054017782211306
27,0.18672991109886439,0.35308121070794179,1.0,0.066688010661891894,0.42144381205240883
28,0.18672255819761785,0.35324958130611595,1.0,0.066666663915869631,0.42826051115989683
29,0.18671718821551234,0.3525235305229823,1.0,0.066683510717363489,0.41981830398241676
30,0.18670437000973317,0.35178939786785884,1.0,0.066664853915305383,0.42689812779426572
31,0.18674378681085496,0.35114920377097231,1.0,0.066653867817027881,0.44346457521120708
32,0.18671663209550787,0.35143141834237052,1.0,0.066692363531547019,0.41905781825383503
33,0.18672148779270747,0.35046684435496095,1.0,0.066695866520603886,0.41929591496785484
34,0.18673427831824116,0.35167640685401064,1.0,0.066693238451383266,0.41817901531855267
35,0.18673380820400973,0.35074496137123579,1.0,0.066688604855759573,0.41845827599366509
36,0.18673482824095516,0.35097225163633944,1.0,0.066691419793399598,0.41829676727453868
37,0.18673027590727756,0.350226159055605,1.0,0.066688490999877101,0.42300714453061422
38,0.18673033241822451,0.35076659098795965,1.0,0.066685641588628636,0.43246046900749208
39,0.18671463503116026,0.35086936144329978,1.0,0.066687977439263094,0.4296255946159363
40,0.18671930321611171,0.35067699765059968,1.0,0.066702357018099664,0.4180483559767405
41,0.18672966328497925,0.34970722669828025,1.0,0.066693998849950725,0.41881223022937775
42,0.18672973608446994,0.35028251910463293,1.0,0.066697835908780687,0.420506888628006
43,0.18673982249019061,0.34945815727643087,1.0,0.066701799253739105,0.417525648077329
44,0.18673331017257722,0.34971548933932123,1.0,0.066702193988142727,0.4198605517546336
45,0.18674499337453682,0.35025755448121554,1.0,0.0666919932118617,0.41754216253757476
46,0.1867406430451346,0.34863529539277366,1.0,0.06669212402509099,0.42291341026624046
47,0.18673383233528756,0.34879427292245502,1.0,0.066695435728373317,0.41852653920650484
48,0.18674343561432971,0.34873998365926406,1.0,0.066693860298619262,0.41831869284311929
49,0.1867227535400445,0.34917951285416354,1.0,0.066703243573041013,0.41754871010780337
50,0.1867341998608581,0.3482605276484016,1.0,0.066703147881707989,0.41912416021029153
51,0.18674598889974214,0.3481680378846243,1.0,0.066703373714335615,0.4170786509911219
52,0.18674625775142337,0.34805460850186382,1.0,0.066701352185676424,0.41864219506581624
53,0.18674581216165531,0.34878245920788314,1.0,0.066702048400111374,0.41749562720457711
54,0.18673843201296667,0.34869578850607502,1.0,0.066702616740318868,0.41754667460918427
55,0.18673782034764061,0.34809272947674946,1.0,0.066701515302459782,0.41921157638231915
56,0.18674826622262775,0.34775064912036802,1.0,0.066701754974080055,0.41633287072181702
57,0.18673272007548583,0.34741036007378961,1.0,0.066698606959471357,0.41749686598777769
